week_start,week,pl,route_day,visit_kind,stop,account,role,band,tier,wave,spine_2026,total_b2b,practice_type,city,days_since_visit_jul16,is_first_visit,cycle
2026-07-27,C1-W2,Sean,Day 04,First pass,1,MyCare Health Center - Mt Clemens,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,Mount Clemens,63.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,2,Masonic Medical Center - Ascension,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,St. Clair Shores,111.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,3,Aquino Integrative Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,Roseville,126.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,4,Cornerstone Lakefront Internists,Reactivate,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,1,PCP,St. Clair Shores,80.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,5,Epic Health - St Clair Shores,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,St. Clair Shores,71.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,6,Henry Ford Medical Center - East Jefferson,Reactivate,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,2,PCP,Saint Clair Shores,80.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,7,Waypointe Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,Saint Clair Shores,80.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,8,Allied Internists,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,PCP,Roseville,87.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,9,Roseville Family Practice,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,2,PCP,Warren,126.0,True,C1 (executed as planned — true-up from MMC export)
2026-07-27,C1-W2,Sean,Day 04,First pass,10,Sterling Medical Center & Urgent Care,Ortho cross-sell,Ortho Referrer,Tier 2,Core Sterling / Macomb Lane,0,1,Urgent Care,STERLING HEIGHTS,77.0,True,C1 (executed as planned — true-up from MMC export)
2026-08-03,W1,Coty,C-R03,First pass,1,Gregory Gould DO,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Washington,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,2,Alliance Washington Township,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Washington,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,3,Washington Family Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Shelby Township,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,4,Neuro Pain Consultants - Shelby,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,,9.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,5,Get Well Urgent Care of Shelby,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Shelby Township,9.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,6,Stonebridge Orthopedics,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Shelby Township,9.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,7,Schoenherr Family Practice,Protect,Repeat Spine Referrer,Tier 1,Wave 1,6,8,PCP,Shelby Township,9.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R03,First pass,8,Macomb Family Medical Center,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,MACOMB,16.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,1,GREAT LAKES ORTHOPAEDICS,Prospect 2nd touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,GARDEN CITY,2.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,2,Vital Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,LIVONIA,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,3,Rosemary Aquiler-Angeles MD,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,4,Enhance Center - Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Livonia,486.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,5,"GREAT LAKE PHYSICIANS, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Orthopedic,LIVONIA,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,6,Michigan Physicians Group - Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,7,Faith Internal Medicine & Urgent Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,10,PCP,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,8,MEDPRO PRIMARY CARE - Waltz Rd,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Pain,NEW BOSTON,149.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,9,Downriver Internists - Wayne,Prospect 2nd touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Wayne,2.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R04,First pass,10,MDWELL -CO,Prospect 2nd touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Westland,48.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,1,Keystone Partners - Macomb,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Macomb,6.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,2,Woods Cardiovascular Internal Medicine Associates - Macomb,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Macomb,57.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,3,Cornerstone Garfield Family Practice - Ascension,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,Clinton Township,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,4,Office of George Nassif MD,Protect (LAPSED),Repeat Spine Referrer,Tier 1,Wave 1,4,4,PCP,Clinton Township,28.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,5,Orthopedic Surgery of Macomb,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Clinton Township,6.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,6,Movement Orthopedics,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Clinton Township,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,7,Neuro Pain Consultants - Sterling Heights,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Sterling Heights,20.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R06,First pass,8,Cheryl Lerchin MD Physical Medicine & Rehabilitation,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Shelby Township,34.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,1,Maridel Hernadez MD,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,St. Clair Shores,28.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,2,"George Afram MD,",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,St. Clair Shores,42.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,3,Lakeside Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,St Clair Shores,7.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,4,Oak Street Health - Eastgate,Reactivate,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Roseville,140.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,5,Oakland Primary Care,Protect (LAPSED),Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Warren,28.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,6,Metro Pain Clinic  - Warren,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Warren,45.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,7,Center For Physical Medicine & Rehabilitation - Warren,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Warren,420.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Coty,C-R09,First pass,8,Henry Ford Macomb Health Center - Fraser,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Clinton Township,112.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,1,Henry Ford Family Medicine/Internal Medicine  - Novi,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Novi,42.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,2,Henry Ford Pain Clinic - Novi,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Novi,22.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,3,ASCENSION MEDICAL GROUP WEST BLOOMFIELD FAMILY PRACTICE,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,NOVI,1.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,4,VillageMD Eastern Michigan,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Novi,1.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,5,Novi Medicine,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,4,PCP,NOVI,1.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,6,Village Medical - Novi,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,Pain,Novi,23.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,7,DMC SPORTS MEDICINE NOVI,Protect,Repeat Spine Referrer,Tier 1,Wave 1,7,7,Orthopedic,NOVI,22.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R02,First pass,8,WEST OAKLAND INTERNISTS,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,7,PCP,NOVI,6.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,1,Integrative Medicine & Hijama Clinic,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Canton,10.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,2,Brackney Chiropractic,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Canton,14.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,3,Park Medical Centers - Canton,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,9,PCP,CANTON,14.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,4,Corewell Health Wayne Hospital Family Medicine -  Canton,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,CANTON,44.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,5,Corewell Health Wayne Hospital Internal Medicine - Canton,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,5,PCP,CANTON,14.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,6,MDWell,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Canton,35.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,7,Canton Family Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Canton,14.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,8,Michigan family Wellness,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Canton,10.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,9,CANTON URGENT CARE,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Canton,1.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R03,First pass,10,CANTON FOOT & Ankle SPECIALISTS,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Podiatry,Canton,182.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,1,Garden City urgent care/primary care,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Garden City,64.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,2,ASSOCIATES IN INTERNAL MEDICINE SPECIALTIES,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Garden City,31.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,3,Fox Michael DO,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,4,Synergy Medical Primary Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,4,19,PCP,Livonia,8.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,5,"MEDICAL GROUP PRACTICE, PC (Olympia health)",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,LIVONIA,135.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,6,"SEEMAB GUL KHAN, MD, PC",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Livonia,20.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,7,ATI,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PT,Livonia,8.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,8,The Joint Chiropractic - Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,9,1st choice Urgent Care Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Livonia,37.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R06,First pass,10,Livonia Family Medical Center,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Livonia,20.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,1,"EASTBORN CLINIC, PLLC",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,DEARBORN,45.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,2,"APPOLINE MEDICAL CLINIC, PC",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Dearborn,2.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,3,Wayne state Internal Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Detroit,78.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,4,Park Medical Center (Medicaid),Reactivate,One Spine Patient,Tier 1,Wave 1,1,2,PCP,Detroit,83.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,5,Dedicated Senior Medical Center East Jefferson,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Detroit,21.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,6,Tri County Neurology,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Neurology,Eastpointe,65.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,7,EASTPOINTE URGENT CARE,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,EASTPOINTE,65.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,8,Dedicated Senior Medical Center - Warren,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,6,Orthopedic,Warren,21.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,9,City Medical - Madison Heights,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Madison Heights,105.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Jasmine,J-R08,First pass,10,Core Institute/Henry Ford Motor City Orthopedics & PT- Southfield,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Southfield,7.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,1,Lifetime Family Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,PCP,Madison Heights,31.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,2,Corewell Urgent Care - Royal Oak,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Urgent Care,Royal Oak,56.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,3,Ross Gilders Law,Reactivate,One Spine Patient,Tier 1,Wave 2,1,3,Attorney / Legal,Royal Oak,105.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,4,Superior Family Medicine - Health Venters Detroit -use this onea,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Southfield,49.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,5,Pavilion Family Practice - use this one,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,SOUTHFIELD,49.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,6,APH - Pavillion IM Use this one,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Southfield,48.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,7,DEIGHTON FAMILY PRACTICE - use this one,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,SOUTHFIELD,48.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,8,Kajy Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,Southfield,17.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R05,First pass,9,SOUTHFIELD MEDICAL CLINIC AND PREMIER URGENT CARE AND WALK IN CLINIC,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Urgent Care,SOUTHFIELD,45.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,1,BETTER HEALTH CLINIC,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,WESTLAND,10.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,2,Primal Recovery and PT,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PT,Livonia,16.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,3,Dr. Robin’s Heath and Wellness Center,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Livonia,17.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,4,Hermann Banks MD PC,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,Neurology,Livonia,17.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,5,iTest Health Family Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Livonia,17.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,6,"AGHA INTERNAL MEDICINE AND ASSOCIATES, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,17.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,7,Brentwood Pediatric Associates,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,11,Pediatrics,Livonia,16.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,8,Village Medical - Livonia,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Livonia,16.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R08,First pass,9,Henry Ford Health Medical Center - Seven Mile Road,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,16.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,1,HENRY FORD MEDICAL CENTER FARMINGTON ROAD INTERNAL MEDICINE,Reactivate,One Spine Patient,Tier 1,Wave 2,1,2,PCP,WEST BLOOMFIELD,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,2,Center For Hollistic Medicine,Reactivate,One Spine Patient,Tier 1,Wave 2,1,1,Other / Verify,WEST BLOOMFIELD,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,3,"WEST BLOOMFIELD INTERNAL MEDICINE, PLLC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,WEST BLOOMFIELD,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,4,Internal Medicine Specialists,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,West Bloomfield Township,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,5,"MARY LEE, MD, PC",Reactivate,One Spine Patient,Tier 1,Wave 2,1,3,PCP,WEST BLOOMFIELD,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,6,Associates in Internal Medicine - MHP,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,West Bloomfield,70.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,7,Vanstone Injury Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,,139.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,8,Millenium Associated Physicians - 130A,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Farmington Hills,69.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,9,Millennium Affiliated Physicians - 130B,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,FARMINGTON HILLS,69.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R09,First pass,10,Premier Internists - Suite 180,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,5,PCP,FARMINGTON HILLS,69.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R13,Producer sweep,1,John Mullally MD PC,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Port Huron,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R13,Producer sweep,2,Michigan Neurology and Spine Center,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Pain,Port Huron,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R13,Producer sweep,3,Mitchell Medical Center,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,8,PCP,Port Huron,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R13,Producer sweep,4,Huron Family Practice Center,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Port Huron,21.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R13,Producer sweep,5,Port Huron Medicine Associates,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,6,PCP,Port Huron,30.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R15,Producer sweep,1,ARBOR LANE FAMILY PHYSICIANS,Reactivate,One Spine Patient,Tier 1,Wave 2,1,2,PCP,REDFORD,76.0,True,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R15,Producer sweep,2,GARDEN CITY FAMILY PHYSICIANS,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,6,PCP,GARDEN CITY,41.0,False,"C2 (validated universe, routes v2)"
2026-08-03,W1,Kristen,K-R15,Producer sweep,3,Greg Monroe DO PC,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Westland,41.0,True,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,1,Chronic Pain Institute,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Pain,Sterling Heights,44.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,2,The Family Doctor,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,3,PCP,Clinton Township,6.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,3,Henry Ford Macomb Internal Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,4,PCP,Sterling Heights,30.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,4,DMC Orthopedics & Sports Medicine - Warren,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Sterling Heihhts,20.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,5,Office of Steven Trombly MD,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,7,PCP,Sterling Heights,7.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R01,Cadence revisit,6,Macomb Physicians Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,9,PCP,Sterling Heights,14.0,False,"C2 (validated universe, routes v2)"
2026-08-10,W2,Coty,C-R05,Cadence revisit,1,Preferred Medical Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,2,Orthopedic,Madison Heights,22.0,False,"C2 (validated universe, routes v2)"
