week_start,week,pl,route_day,visit_kind,stop,account,role,band,tier,wave,spine_2026,total_b2b,practice_type,city,days_since_visit_jul16,is_first_visit,cycle
2026-08-17,W3,Jasmine,J-R16,First pass,10,Trinity Health IHA Academic Internal Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,1,Mike Morse Law Firm,Protect,Repeat Spine Referrer,Tier 1,Wave 1,75,94,Attorney / Legal,Southfield,22.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,2,Christensen Law,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Attorney / Legal,Southfield,121.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,3,Legacy Family Care,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Farmington Hills,66.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,4,Powers Family Medicine,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,3,PCP,Farmington Hills,64.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,5,Village Medical Farmington,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,4,PCP,Farmington,66.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,6,SHEIKH MEDICAL CENTER,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,FARMINGTON,66.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,7,Triumph chiropractic,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Other / Verify,Livonia,17.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R01,Cadence revisit,8,Beaumont Medical Center - Redford,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,23,PCP,Redford Charter Township,76.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,1,Pryde Athletics and Physical Therapy,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PT,Canton,35.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,2,SUNNY PEDIATRICS AND FAMILY,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,7,Pediatrics,CANTON,57.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,3,Plymouth Urgent Care,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Urgent Care,Plymouth,42.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,4,"PRAVEEN MODI, MD, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,9,PCP,PLYMOUTH,42.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,5,MHP - West,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,Westland,41.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,6,Village Medical Wayne,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Westland,10.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R02,Cadence revisit,7,"WAYNE MEDICAL CENTER, PLLC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,WESTLAND,10.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R03,Cadence revisit,1,Henry Ford Internal & Family Medicine - Farmington Hills -170,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Farmington Hills,69.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R03,Cadence revisit,2,Henry Ford Internists - Farmington Hills 150,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Farmington Hills,69.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,1,DMC Orthopedics - Commerce Township,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,Orthopedic,,9.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,2,CoreMed - Commerce,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,,51.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,3,IHA UNION LAKE PEDIATRICS,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Pediatrics,COMMERCE TOWNSHIP,51.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,4,Rodnick Chiropractic,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Chiropractor,Commerce Charter Township,51.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,5,"PILLAY INTERNAL MEDICINE ASSOCIATES, PLLC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,WALLED LAKE,73.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R04,Cadence revisit,6,DMC PRIMARY AND SPECIALTY CARE WEST BLOOMFIELD,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,6,PCP,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R06,Cadence revisit,1,Corewell Health Family Medicine - Farmington Hills,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,FARMINGTON HILLS,69.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R06,Cadence revisit,2,Bully Family Physicians,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Southfield,50.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R06,Cadence revisit,3,MDVip - Southfield,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Southfield,50.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R06,Cadence revisit,4,"FAMILY MEDICINE, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,SOUTHFIELD,50.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R07,Cadence revisit,1,Applebaum & Stone,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,7,Attorney / Legal,Southfield,122.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R07,Cadence revisit,2,Wigod & Falzon,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Attorney / Legal,Southfield,48.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R07,Cadence revisit,3,Steinberg Law Firm,Protect,Repeat Spine Referrer,Tier 1,Wave 2,2,2,Attorney / Legal,Southfield,105.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R07,Cadence revisit,4,ROSE MEDICINE,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,BINGHAM FARMS,8.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R10,Cadence revisit,1,Victor Valentino Law,Protect,Repeat Spine Referrer,Tier 1,Wave 2,2,3,Attorney / Legal,,62.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R10,Cadence revisit,2,"TWIN LAKES MEDICAL ASSOCIATES, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,BLOOMFIELD,71.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R10,Cadence revisit,3,Stonebrooke Family Physicians,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,17,PCP,Rochester Hills,36.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R16,Producer sweep,1,Physician HealthCare Network Urgent Care and Walk In- Fort Gratiot,Reactivate,One Spine Patient,Tier 1,Wave 2,1,15,Urgent Care,Fort Gratiot Township,72.0,True,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R16,Producer sweep,2,Lexington Family Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,PCP,Lexington,37.0,True,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R16,Producer sweep,3,Yale Family Care,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Yale,37.0,True,"C2 (validated universe, routes v2)"
2026-08-17,W3,Kristen,K-R16,Producer sweep,4,Yale Community Heath Center - VA Clinic,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,22,PCP,Yale,37.0,True,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,1,Berkley Urgent Care,Convert to repeat,One Spine Patient,Tier 1,Outside Sean Focus – Review,1,3,Urgent Care,Berkley,115.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,2,Get Well Urgent Care Madison Heights,Protect,Repeat Spine Referrer,Tier 1,Outside Sean Focus – Review,2,3,Urgent Care,Madison Heights,113.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,3,Kashat Urgent care,Convert to repeat,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,1,Urgent Care,Sterling Heights,42.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,4,Sterling Physicians,Convert to repeat,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,1,PCP,Sterling Heights,42.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,5,Tri-County Medical Clinic,Convert to repeat,One Spine Patient,Tier 1,Core Sterling / Macomb Lane,1,2,PCP,Sterling Heights,106.0,False,"C2 (validated universe, routes v2)"
2026-08-17,W3,Sean,S-R02,Cadence revisit,6,Brigid Healthcare,Protect,Repeat Spine Referrer,Tier 1,Outside Sean Focus – Review,2,3,PCP,Troy,93.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R02,Cadence revisit,1,Premier Family Physicians,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Saint Clair Shores,28.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R02,Cadence revisit,2,Shaun Jayakar MD,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,6,PCP,St Clair Shores,7.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R03,Cadence revisit,1,Schoenherr Family Practice,Protect,Repeat Spine Referrer,Tier 1,Wave 1,6,8,PCP,Shelby Township,9.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R04,Cadence revisit,1,Faith Internal Medicine & Urgent Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,10,PCP,Livonia,27.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R04,Cadence revisit,2,MEDPRO PRIMARY CARE - Waltz Rd,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,2,Pain,NEW BOSTON,149.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R06,Cadence revisit,1,Office of George Nassif MD,Protect,Repeat Spine Referrer,Tier 1,Wave 1,4,4,PCP,Clinton Township,28.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R09,Cadence revisit,1,Oak Street Health - Eastgate,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,Roseville,140.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R09,Cadence revisit,2,Oakland Primary Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Warren,28.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,1,ANDERSON SPORTS MEDICINE,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Bingham Farms,8.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,2,Neurology Consultants of Southfield,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Neurology,Southfield,8.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,3,EPIC Southfield - Telegraph Rd office,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,4,PCP,Southfield,49.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,4,Michigan Neurology Associates - Clinton Township,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Clinton Township,469.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,5,Normandy Family Practice,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Clinton Township,30.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,6,Michigan MSK Medicine - Clinton Township,Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,Neurology,Clinton Township,435.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,7,Multi-Specialty Clinic,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Clinton Township,30.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,8,Albert Przybylski DO,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Clinton Township,30.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,9,Center for Orthopedic Surgery,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Clinton Township,112.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R15,First pass,10,St Clair Orthpaedics & Sports Medicine - Macomb,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Macomb,71.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,1,Corewell Center for Pain Management,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Pain,Rochester Hills,457.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,2,Arcturus Healthcare - Rochester Hills,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Rochester Hills,31.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,3,Rochester Medical Group,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,Rochester Hills,31.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,4,Phase Family Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Troy,34.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,5,Rochester Family Medicine Center,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Rochester Hills,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,6,Stamatin Internal Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Rochester Hills,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,7,Rochester Internists,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Rochester Hills,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,8,Corewell Internal Medicine Midway,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Rochester Hills,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Coty,C-R16,First pass,9,Rochester Family Practice,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Rochester Hills,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R01,Cadence revisit,1,BN Nandish MD,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Livonia,7.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R02,Cadence revisit,1,DMC SPORTS MEDICINE NOVI,Protect,Repeat Spine Referrer,Tier 1,Wave 1,7,7,Orthopedic,NOVI,22.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R03,Cadence revisit,1,Park Medical Centers - Canton,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,9,PCP,CANTON,14.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R03,Cadence revisit,2,Corewell Health Wayne Hospital Family Medicine -  Canton,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,CANTON,44.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R06,Cadence revisit,1,Synergy Medical Primary Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,4,19,PCP,Livonia,8.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R06,Cadence revisit,2,Livonia Family Medical Center,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Livonia,20.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R08,Cadence revisit,1,Park Medical Center (Medicaid),Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,2,PCP,Detroit,83.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R08,Cadence revisit,2,Core Institute/Henry Ford Motor City Orthopedics & PT- Southfield,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,Orthopedic,Southfield,7.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R10,Cadence revisit,1,Dedicated senior Medical Center Detroit North,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,Detroit,8.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R10,Cadence revisit,2,The family Doc,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Dearborn Heights,140.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,1,Gretchen’s place,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Belleville,48.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,2,VAN BUREN URGENT CARE,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Belleville,49.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,3,MI Express Care,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,CANTON,29.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,4,IHA ORTHOPAEDIC SURGERY ASSOCIATES - CANTON,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,CANTON,44.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,5,Trinity URGENT CARE CANTON,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Canton,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,6,Trinity Health IHA Medical Group Primary Care - Canton,Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,1,PCP,CANTON,1.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,7,"IHA, Primary Care - Cherry Hill Village",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,2,PCP,Canton,44.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,8,Partners in Internal Medicine,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Canton,14.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,9,"PONDURI, KAVITHA, MEDICAL GROUP",Cross-sell (other service),Other Patient Referrer,Tier 3,Wave 2,0,1,PCP,Wayne,3.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R17,First pass,10,BEAUMONT URGENT CARE BY WELLSTREET,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Wayne,3.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,1,TRINITY HEALTH URGENT CARE- Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Livonia,37.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,2,"Trinity Health IHA Medical Group, Primary Care - Southeast Livonia",Convert to repeat,One Spine Patient,Tier 1,Wave 1,1,3,PCP,Livonia,20.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,3,Henry Ford urgent care Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Urgent Care,Livonia,37.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,4,"Lawrence Lipnik MD,",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,PCP,Livonia,37.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,5,"CARSON, DARCELLE M, MEDICAL GROUP",Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Orthopedic,Livonia,37.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,6,Wellness Wave Chiropractic,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Livonia,20.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,7,True Health Chiropractic,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Livonia,20.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,8,Chiro-Care of Livonia,Prospect first-touch,Visit / Prospect,Prospect,Wave 2,0,0,Chiropractor,Livonia,27.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Jasmine,J-R18,First pass,9,CENTER FOR INTERNAL MEDICINE CONTINUITY CLINIC,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,LIVONIA,34.0,True,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R01,Cadence revisit,1,Corewell Health Farmington Hills Hospital Family Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,FARMINGTON HILLS,64.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R01,Cadence revisit,2,Henry Ford Health - Family Medicine 8 Mile Livonia,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,5,PCP,Livonia,17.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R04,Cadence revisit,1,IPHCA,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Commerce Township,51.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R04,Cadence revisit,2,Internal Medicine & Primary Care Specialists- 1010,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,4,PCP,West Bloomfield,70.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R05,Cadence revisit,1,Lifetime Family Care,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,PCP,Madison Heights,31.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R05,Cadence revisit,2,Ross Gilders Law,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,Attorney / Legal,Royal Oak,105.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R05,Cadence revisit,3,DEIGHTON FAMILY PRACTICE - use this one,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,SOUTHFIELD,48.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R05,Cadence revisit,4,Kajy Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,Southfield,17.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R05,Cadence revisit,5,SOUTHFIELD MEDICAL CLINIC AND PREMIER URGENT CARE AND WALK IN CLINIC,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Urgent Care,SOUTHFIELD,45.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R07,Cadence revisit,1,"CHARLES G GODOSHIAN, MD, PC",Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,SOUTHFIELD,49.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R07,Cadence revisit,2,Legend Health - Now One Health,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,3,PCP,Southfield,50.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R07,Cadence revisit,3,Mark Sisson Law,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,Attorney / Legal,Bingham Farms,8.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R08,Cadence revisit,1,Hermann Banks MD PC,Protect,Repeat Spine Referrer,Tier 1,Wave 1,3,3,Neurology,Livonia,17.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R08,Cadence revisit,2,"AGHA INTERNAL MEDICINE AND ASSOCIATES, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,17.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R08,Cadence revisit,3,Brentwood Pediatric Associates,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,11,Pediatrics,Livonia,16.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R08,Cadence revisit,4,Village Medical - Livonia,Protect,Repeat Spine Referrer,Tier 1,Wave 1,2,6,PCP,Livonia,16.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R08,Cadence revisit,5,Henry Ford Health Medical Center - Seven Mile Road,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,LIVONIA,16.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R09,Cadence revisit,1,HENRY FORD MEDICAL CENTER FARMINGTON ROAD INTERNAL MEDICINE,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,2,PCP,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R09,Cadence revisit,2,Center For Hollistic Medicine,Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,1,Other / Verify,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R09,Cadence revisit,3,"MARY LEE, MD, PC",Convert to repeat,One Spine Patient,Tier 1,Wave 2,1,3,PCP,WEST BLOOMFIELD,70.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R09,Cadence revisit,4,Vanstone Injury Law,Protect,Repeat Spine Referrer,Tier 1,Wave 1,5,5,Attorney / Legal,,139.0,False,"C2 (validated universe, routes v2)"
2026-08-24,W4,Kristen,K-R10,Cadence revisit,1,Beverly Hills Internal Medicine,Ortho cross-sell,Ortho Referrer,Tier 2,Wave 2,0,1,PCP,Beverly Hills,8.0,False,"C2 (validated universe, routes v2)"
