PL,Week,Week of,Day,Stops,Tier 1,Tier 2,Tier 3,Prospects,Spine Patients,Primary Area,Home Route Days,Finish-early Bonus,Google Maps Route
Jasmine,W3,2026-08-17,J-W3D5,10,1,1,0,8,1,Dearborn (9) • Dearborn Heights (1),R14,PEDIATRIC AND ADOLESCENT CENTER · Dedicated senior Medical Center Detroit North,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5245%20Schaefer%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126&waypoints=20211%20ANN%20ARBOR%20TRL%2C%20DEARBORN%20HEIGHTS%2C%20MI%2C%2048127%7C17000%20Hubbard%20Dr%2C%20Dearborn%2C%20Michigan%2C%2048126%7C6%20parklane%20Blvd%2C%20Suite%20436%2C%20DEARBORN%2C%20Michigan%2C%2048126%7C4726%20Greenfield%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126%7C4700%20Greenfield%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15400%20Michigan%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15120%20Michigan%20Ave%2C%20Ste%20A%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15044%20Michigan%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C4700%20Schaefer%20Rd%2C%20Suite%20240%2C%20Dearborn%2C%20MI%2C%20481263698
Jasmine,W4,2026-08-24,J-W4D1,10,2,0,1,7,2,Garden City (8) • Dearborn Heights (1) • Dearborn (1),"R07, R26",OAK STREET HEALTH CHERRY HILL · Synergy Medical Primary Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5280%20Oakman%20Blvd%2C%20Dearborn%2C%20Michigan%2C%2048126&waypoints=29454%20Ford%20Road%2C%20Garden%20City%2C%20Michigan%2C%2048135%7C5823%20MIDDLEBELT%20RD%2C%20GARDEN%20CITY%2C%20MI%2C%2048135%7C29150%20FORD%20RD%2C%20GARDEN%20CITY%2C%20MI%2C%2048135%7C2020%20Middlebelt%20Road%2C%20Garden%20City%2C%20Michigan%2C%2048135%7C2020%20MIDDLEBELT%20RD%2C%20GARDEN%20CITY%2C%20MI%2C%2048135%7C2011%20MIDDLEBELT%20RD%2C%20GARDEN%20CITY%2C%20MI%2C%2048135%7C28511%20Ford%20Road%2C%20Garden%20City%2C%20Michigan%2C%2048135%7C6255%20Inkster%20Rd%2C%20Garden%20City%2C%20Michigan%2C%2048135%7C25150%20Ford%20Road%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127
Jasmine,W4,2026-08-24,J-W4D2,10,3,0,0,7,3,Dearborn (8) • Dearborn Heights (2),R10,OAK STREET HEALTH CHERRY HILL · Synergy Medical Primary Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=23850%20Van%20Born%20Rd%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048125&waypoints=3133%20South%20Telegraph%20Road%2C%20Dearborn%2C%20Michigan%2C%2048124%7C3902%20Monroe%20St%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048125%7C3815%20Pelham%20Street%2C%20Dearborn%2C%20Michigan%2C%2048124%7C1951%20MONROE%20ST%2C%20DEARBORN%2C%20MI%2C%2048124%7C1934%20MONROE%20ST%2C%20DEARBORN%2C%20MI%2C%2048124%7C1711%20Monroe%20St%2C%20Dearborn%2C%20Michigan%2C%2048124%7C1213%20Mason%20St%2C%20Dearborn%2C%20Michigan%2C%2048124%7C22361%20W%20VILLAGE%20DR%20STE%20102%2C%20DEARBORN%2C%20MI%2C%2048124%7C23100%20Michigan%20Avenue%2C%20Dearborn%2C%20Michigan%2C%2048124
Jasmine,W4,2026-08-24,J-W4D3,10,0,3,1,6,0,Novi (9) • Livonia (1),"R28, R29",Village Medical - Novi · DMC SPORTS MEDICINE NOVI,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=37595%20W%20Seven%20Mile%20Rd%2C%20Livonia%2C%20Michigan%2C%2048152&waypoints=21580%20Novi%20Rd%2C%20Novi%2C%20Michigan%2C%2048375%7C39595%20W%2010%20Mile%20Road%2C%20NOVI%2C%20Michigan%2C%2048375%7C39595%20West%2010%20Mile%20Road%2C%20ste%20103%2C%20Novi%2C%20Michigan%2C%2048375%7C39555%20West%2010%20Mile%20Road%2C%20Novi%2C%20Michigan%2C%2048375%7C39555%20West%2010%20Mile%20Road%2C%20Novi%2C%20Michigan%2C%2048375%7C40015%20Grand%20River%20Ave%2C%20ste%20100%2C%20Novi%2C%20Michigan%2C%2048375%7C39450%20West%2012%20Mile%20Road%2C%20Novi%2C%20Michigan%2C%2048377%7C39450%20W%2012%20Mile%20Rd%20%233c%2C%20Novi%2C%20Michigan%2C%2048377%7C28455%20HAGGERTY%20RD%20STE%20100%2C%20NOVI%2C%20MI%2C%2048377
Jasmine,W4,2026-08-24,J-W4D4,10,0,7,0,3,0,Plymouth (5) • Livonia (4) • Novi (1),"R27, R28",Lakes Urgent Care - Livonia · Comprehensive Healthcare Associates and Prevention Medicine,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39500%20West%2010%20mile%2C%20suite%20100%2C%20Novi%2C%20MI%2C%2048375&waypoints=1250%20Plymouth%20Oaks%20Boulevard%2C%20Plymouth%2C%20Michigan%2C%2048170%7C990%20W%20Ann%20Arbor%20Trail%20suite%20104%2C%20Plymouth%2C%20Michigan%2C%2048170%7C990%20w%20Ann%20Arbor%20trail%2C%20ste%20208%2C%20PLYMOUTH%2C%20Michigan%2C%2048170%7C990%20West%20Ann%20Arbor%20Trail%2C%20Plymouth%2C%20Michigan%2C%2048170%7C965%20South%20Main%20Street%2C%20Plymouth%2C%20Michigan%2C%2048170%7C37650%20PROFESSIONAL%20CENTER%20DR%20STE%201010A%2C%20LIVONIA%2C%20MI%2C%2048154%7C19000%20St%20Joe%27s%20Pkwy%2C%20Livonia%2C%20Michigan%2C%2048152%7C19000%20Saint%20Joe%27s%20Parkway%2C%20Livonia%2C%20Michigan%2C%2048152%7C37633%20Pembroke%20Avenue%2C%20Livonia%2C%20Michigan%2C%2048152
Jasmine,W4,2026-08-24,J-W4D5,10,0,2,0,8,0,Riverview (4) • Brownstown (3) • Brownstown Twp (1),R18,OAK STREET HEALTH CHERRY HILL · Synergy Medical Primary Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=15100%20S%20PLAZA%20DR%2C%20TAYLOR%2C%20MI%2C%2048180&waypoints=23050%20WEST%20RD%20STE%20260%2C%20BROWNSTOWN%2C%20MI%2C%2048183%7C22990%20KING%20RD%2C%20BROWNSTOWN%2C%20MI%2C%2048183%7C19727%20Allen%20Rd%2C%20Ste%2011%2C%20Brownstown%20Twp%2C%20Michigan%2C%2048183%7C19135%20ALLEN%20RD%20STE%20106%2C%20BROWNSTOWN%2C%20MI%2C%2048183%7C14750%20King%20Rd%2C%20Riverview%2C%20Michigan%2C%2048193%7C14720%20King%20Road%2C%20Riverview%2C%20Michigan%2C%2048193%7C14700%20KING%20RD%20STE%20A%2C%20RIVERVIEW%2C%20MI%2C%2048193%7C1570%20Kingsway%20Ct%20suite%201%2C%20Trenton%2C%20Michigan%2C%2048183%7C19020%20FORT%20ST%2C%20RIVERVIEW%2C%20MI%2C%2048193
Jasmine,W5,2026-08-31,J-W5D1,10,1,2,1,6,7,Livonia (8) • Novi (2),"R01, R08, R28",NORLIVO INTERNAL MEDICINE · Western Wayne Physicians - Livonia,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=20206%20Farmington%20Rd%2C%20Livonia%2C%20MI%2C%2048152&waypoints=44000%20W%2012%20MILE%20RD%20STE%20100%2C%20NOVI%2C%20MI%2C%2048377%7C44000%20W%2012%20MILE%20RD%20STE%20200%2C%20NOVI%2C%20MI%2C%2048377%7C38525%208%20MILE%20RD%2C%20LIVONIA%2C%20MI%2C%2048152%7C39000%207%20MILE%20RD%20Suite%204300%2C%20LIVONIA%2C%20MI%2C%2048152%7C39000%20W%20SEVEN%20MILE%20RD%20STE%202500%2C%20LIVONIA%2C%20MI%2C%2048152%7C39000%20West%20Seven%20Mile%20Road%20STE%202600%2C%20Livonia%2C%20Michigan%2C%2048152%7C37595%207%20Mile%2C%20Livonia%2C%20Michigan%2C%2048152%7C37595%207%20mile%20rd%2C%20ste%20210%2C%20LIVONIA%2C%20Michigan%2C%2048152%7C37595%20W%20Seven%20Mile%20Rd%2C%20ste%20340%2C%20Livonia%2C%20Michigan%2C%2048152
Jasmine,W5,2026-08-31,J-W5D2,10,5,0,1,4,13,Livonia (9) • Wayne (1),"R02, R05, R08, R24",Levan Internists · Western Wayne Physicians - Livonia,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=34659%20West%20Michigan%20Avenue%2C%20Wayne%2C%20Michigan%2C%2048184&waypoints=38935%20Ann%20Arbor%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C15140%20Levan%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154%7C36650%20Five%20Mile%20Rd%20suite%20106%2C%20Livonia%2C%20Michigan%2C%2048154%7C18320%20Farmington%20Rd%2C%20Livonia%2C%20Michigan%2C%2048152%7C20224%20FARMINGTON%20RD%2C%20LIVONIA%2C%20MI%2C%2048152%7C30737%207%20Mile%2C%20Livonia%2C%20Michigan%2C%2048152%7C29370%20Plymouth%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C28701%20Plymouth%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150%7C9216%20Middlebelt%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150
Jasmine,W5,2026-08-31,J-W5D3,10,3,3,0,4,6,Canton (10),R04,Trinity Health IHA Medical Group Primary Care - Canton · BN Nandish MD,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=6300%20N%20HAGGERTY%20RD%20STE%20220%2C%20CANTON%2C%20MI%2C%2048187&waypoints=43050%20Ford%20Road%20Ste%20150%2C%20Canton%2C%20Michigan%2C%2048187%7C43050%20Ford%20Road%2C%20suite%20170%2C%20CANTON%2C%20Michigan%2C%2048187%7C5730%20N%20Lilley%20Rd%2C%20ste%20C%2C%20Canton%2C%20MI%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20Haggerty%20Rd%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20CANTON%2C%20Michigan%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20HAGGERTY%20RD%20STE%20100%2C%20CANTON%2C%20MI%2C%2048187
Jasmine,W5,2026-08-31,J-W5D4,8,3,2,0,3,6,Eastpointe (4) • Detroit (2) • Dearborn (1),"R06, R15",Tri County Neurology · Michigan Primary Care - Eastpointe,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1921%208%20Mile%20Road%2C%20Warren%2C%20Michigan%2C%2048091&waypoints=10066%20Dix%2C%20Dearborn%2C%20Michigan%2C%2048120%7C4201%20St%20Antoine%2C%20Detroit%2C%20Michigan%2C%2048201%7C12871%20East%20Jefferson%20Avenue%2C%20Detroit%2C%20Michigan%2C%2048215%7C21811%20Kelly%20Rd%2C%20Eastpointe%2C%20Michigan%2C%2048021%7C22471%20GRATIOT%20AVE%2C%20EASTPOINTE%2C%20Michigan%7C24901%20Kelly%20Rd%2C%20Eastpointe%2C%20MI%2C%2048021%7C19070%20East%2010%20Mile%20Road%2C%20Eastpointe%2C%20Michigan%2C%2048021
Jasmine,W5,2026-08-31,J-W5D5,10,1,1,0,8,3,Dearborn Heights (4) • Dearborn (2) • Livonia (2),"R07, R22, R26","COREWELL HEALTH  INTERNAL MEDICINE DEARBORN · MEDICAL GROUP PRACTICE, PC (Olympia health)",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=31705%20Plymouth%20Road%2C%20Livonia%2C%20Michigan%2C%2048150&waypoints=4020%20Venoy%20Rd%20suite%20400%2C%20Wayne%2C%20Michigan%2C%2048184%7C27155%20CHERRY%20HILL%20RD%2C%20INKSTER%2C%20MI%2C%2048141%7C24430%20Ford%20Road%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C5928%20N%20Telegraph%20Rd%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C23800%20Ford%20Rd%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C22350%20FORD%20RD%2C%20DEARBORN%20HEIGHTS%2C%20MI%2C%2048127%7C5220%20OAKMAN%20BLVD%2C%20DEARBORN%2C%20Michigan%2C%2048126%7C10140%20VERNOR%20HWY%2C%20DEARBORN%2C%20Michigan%2C%2048120%7C31610%20Plymouth%20Rd%2C%20Livonia%2C%20MI%2C%2048150
Jasmine,W6,2026-09-07,J-W6D1,10,0,1,1,8,0,Ann Arbor (5) • Ypsilanti (5),R23,"Plymouth physical therapy services · APOLLO HEALTH SERVICES, PC",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=4940%20Clark%20Rd%2C%20Ypsilanti%2C%20Michigan%2C%2048197&waypoints=1500%20East%20Medical%20Center%20Drive%2C%20Ann%20Arbor%2C%20Michigan%2C%20481095856%7C3055%20Plymouth%20Road%2C%20Ann%20Arbor%2C%20Michigan%2C%2048105%7C2200%20Green%20Road%2C%20Ann%20Arbor%2C%20Michigan%2C%2048105%7C24%20Frank%20Lloyd%20Wright%20Dr%20ste%202300%20lobby%20h%2C%20Ann%20Arbor%2C%20Michigan%2C%2048105%7C4260%20Plymouth%20Rd%2C%20Ann%20Arbor%2C%20Michigan%2C%2048105%7C5361%20McAuley%20Dr%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C5333%20McAuley%20Dr%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C5315%20Elliot%20Dr%2C%20suite%20301%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C4936%20Clark%20Rd%20suite%20101%2C%20Ypsilanti%2C%20Michigan%2C%2048197
Jasmine,W6,2026-09-07,J-W6D2,10,0,3,0,7,0,Ann Arbor (5) • Ypsilanti (3) • Canton (2),"R21, R25","Plymouth physical therapy services · APOLLO HEALTH SERVICES, PC",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1051%20North%20Canton%20Center%20Road%2C%20Canton%2C%20Michigan%2C%2048187&waypoints=80%20South%20Zeeb%20Road%2C%20Ann%20Arbor%2C%20Michigan%2C%2048103%7C4350%20JACKSON%20RD%20STE%20350%2C%20ANN%20ARBOR%2C%20MI%2C%2048103%7C4350%20Jackson%20Rd%20suite%20200%2C%20Ann%20Arbor%2C%20Michigan%2C%2048103%7C4350%20Jackson%20Road%2C%20Ann%20Arbor%2C%20Michigan%2C%2048103%7C210%20Little%20Lake%20Dr%2C%20Ann%20Arbor%2C%20MI%2C%20481036218%7C300%20West%20Michigan%20Avenue%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C47%20N%20HURON%20ST%2C%20YPSILANTI%2C%20Michigan%2C%2048197%7C1649%20South%20Huron%20Street%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C49650%20Cherry%20Hill%20Rd%2C%20Canton%2C%20Michigan%2C%2048187
Jasmine,W6,2026-09-07,J-W6D3,10,0,2,0,8,0,Taylor (4) • Southgate (3) • Wyandotte (2),R20,"PelHam Primary Care · DEARBORN FAMILY CLINIC, PC",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=12701%20Telegraph%20Rd%2C%20ste%20103%2C%20TAYLOR%2C%20Michigan%2C%2048180&waypoints=9340%20TELEGRAPH%20RD%2C%20TAYLOR%2C%20MI%2C%2048180%7C21801%20GODDARD%20RD%2C%20TAYLOR%2C%20MI%2C%2048180%7C11368%20Allen%20Road%2C%20Taylor%2C%20Michigan%2C%2048180%7C15555%20Northline%20Road%2C%20Southgate%2C%20Michigan%2C%2048195%7C13636%20Dix%20Toledo%2C%20Southgate%2C%20MI%2C%20481952432%7C13650%20FORT%20ST%2C%20SOUTHGATE%2C%20MI%2C%2048195%7C2300%20Biddle%20Avenue%2C%20Wyandotte%2C%20Michigan%2C%2048192%7C1700%20Biddle%20Ave%2C%20Wyandotte%2C%20Michigan%2C%2048192%7C13909%20Pennsylvania%20Road%2C%20Suite%20B%2C%20Riverview%2C%20Michigan%2C%2048193
Jasmine,W6,2026-09-07,J-W6D4,10,0,1,0,9,0,Ann Arbor (9) • Saline (1),R19,"Plymouth physical therapy services · APOLLO HEALTH SERVICES, PC",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=401%20N%20ANN%20ARBOR%20ST%20STE%20D%2C%20SALINE%2C%20MI%2C%2048176&waypoints=231%20Little%20Lake%20Dr%20suite%20d%2C%20Ann%20Arbor%2C%20Michigan%2C%2048103%7C210%20Little%20Lake%20Drive%2C%20Suite%208%2C%20Ann%20Arbor%2C%20MI%2C%2048103%7C1825%20W%20STADIUM%20BLVD%2C%20ANN%20ARBOR%2C%20MI%2C%2048103%7C1801%20Briarwood%20Cir%20building%2010%2C%20Ann%20Arbor%2C%20Michigan%2C%2048108%7C2800%20S%20State%20St%2C%20suite%20215%2C%20Ann%20Arbor%2C%20Michigan%2C%2048104%7C4201%20Varsity%20Dr%20suite%20a%2C%20Ann%20Arbor%2C%20Michigan%2C%2048108%7C3820%20Packard%20St%2C%20Ann%20Arbor%2C%20Michigan%2C%2048108%7C2650%20Carpenter%20Rd%2C%20Ann%20Arbor%2C%20Michigan%2C%2048108%7C3262%20Washtenaw%20Avenue%2C%20Ann%20Arbor%2C%20Michigan%2C%2048104
Jasmine,W6,2026-09-07,J-W6D5,10,3,3,2,2,6,Livonia (5) • Southfield (5),"R02, R08, R12, R16",CENTER FOR INTERNAL MEDICINE CONTINUITY CLINIC · ACADEMIC INTERNAL MEDICINE SPECIALISTS,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=23832%20SOUTHFIELD%20RD%20STE%201%2C%20SOUTHFIELD%2C%20Michigan&waypoints=14555%20Levan%20Rd%20suite%20308%2C%20Livonia%2C%20Michigan%2C%2048154%7C15130%20Levan%20Rd%2C%20Livonia%2C%20MI%2C%2048154%7C15160%20Levan%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154%7C20311%20Farmington%20Road%2C%20Livonia%2C%20Michigan%2C%2048152%7C20290%20Middlebelt%20Rd%2C%20Livonia%2C%20Michigan%2C%2048152%7C27207%20Lahser%20Rd%2C%20Southfield%2C%20Michigan%2C%2048034%7C21816%20w%2011%20mile%20rd%2C%20Southfield%2C%20Michigan%2C%2048076%7C29877%20TELEGRAPH%20RD%20STE%20401%2C%20SOUTHFIELD%2C%20Michigan%2C%20MI%2048034%7C23832%20Southfield%20Road%2C%20Southfield%2C%20Michigan%2C%2048075
Jasmine,W7,2026-09-14,J-W7D1,10,2,2,2,4,3,Novi (7) • Brighton (2) • New Hudson (1),"R01, R09, R30",DMC SPORTS MEDICINE NOVI · Corewell Urgent Care - Novi,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39475%20LEWIS%20DR%20STE%20150%2C%20NOVI%2C%20MI%2C%2048377&waypoints=8050%20Grand%20River%20Ave%2C%20Brighton%2C%20Michigan%2C%2048114%7C8082%20Grand%20River%20Ave%2C%20Brighton%2C%20Michigan%2C%2048114%7C55840%20Grand%20River%20Ave%20ste%20300%2C%20New%20Hudson%2C%20Michigan%2C%2048165%7C26850%20PROVIDENCE%20PKWY%20STE%20420%2C%20NOVI%2C%20Michigan%2C%2048374%7C26850%20PROVIDENCE%20PKWY%20STE%20370%2C%20NOVI%2C%20MI%2C%2048374%7C26850%20Providence%20Parkway%2C%20ste%20505%2C%20Novi%2C%20Michigan%2C%2048374%7C26850%20Providence%20Parkway%20Ste%20420%2C%20Novi%2C%20Michigan%2C%2048374%7C44130%20W%2012%20MILE%20RD%2C%20NOVI%2C%20MI%2C%2048377%7C39475%20Lewis%20Dr%20ste%20130%2C%20Novi%2C%20Michigan%2C%2048377
Jasmine,W7,2026-09-14,J-W7D2,10,2,1,0,7,6,Canton (5) • Plymouth (2) • Westland (2),"R03, R24",CANTON FAMILY HEALTH LLC · Corwell health orthopedics Canton,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=34725%20Palmer%20Road%2C%20Westland%2C%20Michigan%2C%2048186&waypoints=8532%20N%20CANTON%20CENTER%20RD%2C%20CANTON%2C%20MI%2C%2048187%7C44633%20Joy%20Rd.%2C%20Ste%20200%2C%20Canton%2C%20Michigan%2C%2048187%7C44633%20JOY%20RD%20STE%20100%2C%20CANTON%2C%20MI%2C%2048187%7C1498%20South%20Sheldon%20Road%2C%20Plymouth%2C%20Michigan%2C%2048170%7C44670%20Ann%20Arbor%20Road%20suite%20100%2C%20Plymouth%2C%20Michigan%2C%2048170%7C7330%20N%20CANTON%20CENTER%20RD%20STE%20111%2C%20CANTON%2C%20MI%2C%2048187%7C7330%20N%20CANTON%20CENTER%20RD%20STE%20209%2C%20CANTON%2C%20MI%2C%2048187%7C38807%20Ann%20Arbor%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C34725%20Palmer%20Road%2C%20Westland%2C%20Michigan%2C%2048186
Jasmine,W7,2026-09-14,J-W7D3,10,1,1,0,8,2,Dearborn (6) • Detroit (4),R11,Livonia Family Medical Center · OAK STREET HEALTH CHERRY HILL,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=6840%20Greenfield%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126&waypoints=20001%20West%20Seven%20Mile%20Road%2C%20Detroit%2C%20Michigan%2C%2048219%7C18610%20Fenkell%20ave%2C%20Detroit%2C%20Michigan%2C%2048223%7C16226%20Grand%20River%20Ave%2C%20Detroit%2C%20Michigan%2C%2048227%7C14001%20Greenfield%20Rd%2C%20Detroit%2C%20Michigan%2C%2048227%7C14650%20W%20WARREN%20AVE%20STE%20150%2C%20DEARBORN%2C%20Michigan%2C%2048126%7C14716%20W%20WARREN%20AVE%2C%20DEARBORN%2C%20Michigan%2C%2048126%7C13840%20W%20Warren%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C13320%20West%20Warren%20Avenue%20Ste%20A%2C%20Dearborn%2C%20Michigan%2C%2048126%7C7526%20WYOMING%20ST%20STE%202%2C%20DEARBORN%2C%20MI%2C%2048126
Jasmine,W7,2026-09-14,J-W7D4,10,5,5,0,0,5,Dearborn (3) • Livonia (2) • Garden City (2),"R05, R07, R10, R12, R14, R17",Livonia Family Medical Center · Synergy Medical Primary Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=28479%207%20MILE%20RD%2C%20LIVONIA%2C%20MI%2C%2048152&waypoints=9460%20MIDDLEBELT%20RD%2C%20LIVONIA%2C%20MI%2C%2048150%7C5823%20MIDDLEBELT%20RD%2C%20GARDEN%20CITY%2C%20MI%2C%2048135%7C29454%20Ford%20Road%2C%20Garden%20City%2C%20Michigan%2C%2048135%7C25350%20West%20Warren%20Street%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C3133%20South%20Telegraph%20Road%2C%20Dearborn%2C%20Michigan%2C%2048124%7C17000%20Hubbard%20Dr%2C%20Dearborn%2C%20Michigan%2C%2048126%7C5245%20Schaefer%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126%7C22250%20Providence%20Drive%2C%20ste%20401%2C%20Southfield%2C%20Michigan%2C%2048075%7C22250%20PROVIDENCE%20DR%20STE%20301%2C%20SOUTHFIELD%2C%20Michigan%2C%2048075
Jasmine,W7,2026-09-14,J-W7D5,10,2,0,0,8,2,Ypsilanti (3) • Canton (3) • Taylor (2),"R13, R21, R22, R24",Corwell health orthopedics Canton · A1 Family Medicine,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=22021%20ECORSE%20RD%2C%20TAYLOR%2C%20MI%2C%2048180&waypoints=4940%20W%20Clark%20Rd%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C2236%20Packard%20St%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C1075%20North%20Huron%20River%20Drive%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C1600%20S%20Canton%20Center%20Road%2C%20Suite%20200%2C%20CANTON%2C%20Michigan%2C%2048188%7C1600%20S%20Canton%20Center%20Road%2C%20Canton%2C%20Michigan%2C%2048188%7C1600%20S%20CANTON%20CENTER%20RD%20STE%202200%2C%20CANTON%2C%20MI%2C%2048188%7C201%203RD%20ST%20STE%20200%2C%20BELLEVILLE%2C%20Michigan%7C33200%20Warren%20Rd%2C%20Westland%2C%20Michigan%2C%2048185%7C23234%20Ecorse%20Road%2C%20Taylor%2C%20Michigan%2C%2048180
Jasmine,W8,2026-09-21,J-W8D1,10,1,8,1,0,7,Novi (6) • Livonia (2) • Plymouth (2),"R01, R27, R28, R29",NORLIVO INTERNAL MEDICINE · Freedom Medical Clinic (Trinity),https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=990%20w%20Ann%20Arbor%20trail%2C%20ste%20208%2C%20PLYMOUTH%2C%20Michigan%2C%2048170&waypoints=44000%20W%2012%20MILE%20RD%20STE%20100%2C%20NOVI%2C%20MI%2C%2048377%7C44000%20W%2012%20MILE%20RD%20STE%20200%2C%20NOVI%2C%20MI%2C%2048377%7C43535%20Grand%20River%2C%20Novi%2C%20Michigan%2C%2048375%7C40015%20Grand%20River%20Ave%2C%20ste%20100%2C%20Novi%2C%20Michigan%2C%2048375%7C39500%20West%2010%20mile%2C%20suite%20100%2C%20Novi%2C%20MI%2C%2048375%7C39555%20West%2010%20Mile%20Road%2C%20Novi%2C%20Michigan%2C%2048375%7C37633%20Pembroke%20Avenue%2C%20Livonia%2C%20Michigan%2C%2048152%7C37595%20W%20Seven%20Mile%20Rd%2C%20Livonia%2C%20Michigan%2C%2048152%7C990%20W%20Ann%20Arbor%20Trail%20suite%20104%2C%20Plymouth%2C%20Michigan%2C%2048170
Jasmine,W8,2026-09-21,J-W8D2,10,7,3,0,0,18,Livonia (7) • Canton (2) • Plymouth (1),"R02, R04, R05, R27",CoreWell Health Family Medicine · Care Medical Clinic of Canton,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=9216%20Middlebelt%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150&waypoints=990%20West%20Ann%20Arbor%20Trail%2C%20Plymouth%2C%20Michigan%2C%2048170%7C6300%20N%20HAGGERTY%20RD%20STE%20220%2C%20CANTON%2C%20MI%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C15140%20Levan%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154%7C36650%20Five%20Mile%20Rd%20suite%20106%2C%20Livonia%2C%20Michigan%2C%2048154%7C37650%20PROFESSIONAL%20CENTER%20DR%20STE%201010A%2C%20LIVONIA%2C%20MI%2C%2048154%7C19000%20St%20Joe%27s%20Pkwy%2C%20Livonia%2C%20Michigan%2C%2048152%7C29370%20Plymouth%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C28701%20Plymouth%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150
